target_addr: 0x411c18 ,  target_name: start_lan_ipv6 ,  source_name: start_lan_ipv6 ,  source_insr_addr: 0x411f04,  source_addr: 0x50022c ,  taint_source: nvram_safe_get ,  sink_insr_addr: 0x411f14  ,sink_addr: start_lan_ipv6 ,  sink_name: nvram_safe_set,  checking_time:0,  conditions_str: ,  visited_functions: nvram_safe_get,  fail2captureConditionsTime: 0,  error_messges_str: ,  str_length_visited_function:  ,  path_flag: 0x411f08#0x411eec ,  path: 0x411f08#0x411eec ,  lan0_ipv6_ula_prefix ,  lan0_ipv6_prefix
target_addr: 0x40b320 ,  target_name: sub_40b320 ,  source_name: sub_40b320 ,  source_insr_addr: 0x40b4b0,  source_addr: 0x50022c ,  taint_source: nvram_safe_get ,  sink_insr_addr: 0x40b4c0  ,sink_addr: sub_40b320 ,  sink_name: nvram_safe_set,  checking_time:0,  conditions_str: ,  visited_functions: nvram_safe_get,  fail2captureConditionsTime: 0,  error_messges_str: ,  str_length_visited_function:  ,  path_flag: 0x40b4b4#0x40b494 ,  path: 0x40b4b4#0x40b494 ,  wan_wan0_ifname ,  wan_wan0_vpn_ifname
target_addr: 0x41f148 ,  target_name: stop_wan ,  source_name: stop_wan ,  source_insr_addr: 0x41f9b0,  source_addr: 0x50022c ,  taint_source: nvram_safe_get ,  sink_insr_addr: 0x41f9c0  ,sink_addr: stop_wan ,  sink_name: nvram_safe_set,  checking_time:0,  conditions_str: ,  visited_functions: nvram_safe_get,  fail2captureConditionsTime: 0,  error_messges_str: ,  str_length_visited_function:  ,  path_flag: 0x41f9b4#0x41f998 ,  path: 0x41f9b4#0x41f998 ,  wan_wan0_ifname ,  wan_wan0_vpn_ifname
target_addr: 0x44cd7c ,  target_name: sub_44cd7c ,  source_name: sub_44cd7c ,  source_insr_addr: 0x44d478,  source_addr: 0x500340 ,  taint_source: getenv ,  sink_insr_addr: 0x44d49c  ,sink_addr: sub_44cd7c ,  sink_name: nvram_safe_set,  checking_time:0,  conditions_str: ,  visited_functions: getenv,  fail2captureConditionsTime: 0,  error_messges_str: ,  str_length_visited_function:  ,  path_flag: 0x44d498#0x44d490#0x44d47c#0x44d458 ,  path: 0x44d498#0x44d490#0x44d47c#0x44d458 ,  ip ,  client
target_addr: 0x44cd7c ,  target_name: sub_44cd7c ,  source_name: sub_44cd7c ,  source_insr_addr: 0x44d4f8,  source_addr: 0x500340 ,  taint_source: getenv ,  sink_insr_addr: 0x44d51c  ,sink_addr: sub_44cd7c ,  sink_name: nvram_safe_set,  checking_time:0,  conditions_str: ,  visited_functions: getenv,  fail2captureConditionsTime: 0,  error_messges_str: ,  str_length_visited_function:  ,  path_flag: 0x44d518#0x44d510#0x44d4fc#0x44d4d8 ,  path: 0x44d518#0x44d510#0x44d4fc#0x44d4d8 ,  subnet ,  netmask
target_addr: 0x44cd7c ,  target_name: sub_44cd7c ,  source_name: sub_44cd7c ,  source_insr_addr: 0x44d578,  source_addr: 0x500340 ,  taint_source: getenv ,  sink_insr_addr: 0x44d59c  ,sink_addr: sub_44cd7c ,  sink_name: nvram_safe_set,  checking_time:0,  conditions_str: ,  visited_functions: getenv,  fail2captureConditionsTime: 0,  error_messges_str: ,  str_length_visited_function:  ,  path_flag: 0x44d598#0x44d590#0x44d57c#0x44d558 ,  path: 0x44d598#0x44d590#0x44d57c#0x44d558 ,  router ,  gateway
target_addr: 0x44cd7c ,  target_name: sub_44cd7c ,  source_name: sub_44cd7c ,  source_insr_addr: 0x44d5f8,  source_addr: 0x500340 ,  taint_source: getenv ,  sink_insr_addr: 0x44d61c  ,sink_addr: sub_44cd7c ,  sink_name: nvram_safe_set,  checking_time:0,  conditions_str: ,  visited_functions: getenv,  fail2captureConditionsTime: 0,  error_messges_str: ,  str_length_visited_function:  ,  path_flag: 0x44d618#0x44d610#0x44d5fc#0x44d5d8 ,  path: 0x44d618#0x44d610#0x44d5fc#0x44d5d8 ,  dns ,  dns
target_addr: 0x44c324 ,  target_name: sub_44c324 ,  source_name: sub_44c420 ,  source_insr_addr: 0x44c450,  source_addr: 0x500340 ,  taint_source: getenv ,  sink_insr_addr: 0x44c3f0  ,sink_addr: sub_44c324 ,  sink_name: nvram_safe_set,  checking_time:0,  conditions_str: ,  visited_functions: sub_44c324#getenv,  fail2captureConditionsTime: 1,  error_messges_str: ,  str_length_visited_function:  ,  path_flag: 0x44c3ec#0x44c3d4#0x44c3b8#0x44c3b0#0x44c398#0x44c390#0x44c374#0x44c358#0x44c324#0x44c48c#0x44c454#0x44c420 ,  path: 0x44c3ec#0x44c3d4#0x44c3b8#0x44c3b0#0x44c398#0x44c390#0x44c374#0x44c358#0x44c324#0x44c48c#0x44c454#0x44c420 ,  ip ,  ipaddr
target_addr: 0x44cd7c ,  target_name: sub_44cd7c ,  source_name: sub_44cd7c ,  source_insr_addr: 0x44cdc0,  source_addr: 0x500340 ,  taint_source: getenv ,  sink_insr_addr: 0x44ea14  ,sink_addr: sub_44cd7c ,  sink_name: nvram_safe_set,  checking_time:0,  conditions_str: ,  visited_functions: sub_44c4b0#ifconfig#wan_if_getpathprefix#wan_if_getpathpara#getenv,  fail2captureConditionsTime: 8,  error_messges_str: pcvar*/dev/console#pcvar*ip,  str_length_visited_function:  ,  path_flag: 0x44ea04#0x44e9e4#0x44e9d4#0x44e9c0#0x44e9b0#0x44e980#0x44e958#0x44e9c0#0x44e9b0#0x44e938#0x44e918#0x44e904#0x44e8e8#0x44e8c8#0x44e8bc#0x44e8a0#0x44e888#0x44e81c#0x44e804#0x44e7e8#0x44e7d0#0x44e7a8#0x44e78c#0x44e764#0x44e748#0x44e728#0x44e724#0x44e710#0x44e6ec#0x44e6d4#0x44e6b4#0x44e69c#0x44e680#0x44e67c#0x44e664#0x44e644#0x44e62c#0x44e610#0x44e60c#0x44e5e8#0x44e5c4#0x44e5ac#0x44e590#0x44e58c#0x44e574#0x44e554#0x44e53c#0x44e520#0x44e51c#0x44e504#0x44e4e4#0x44e4d8#0x44e4b4#0x44e498#0x44e480#0x44e464#0x44e460#0x44e448#0x44e428#0x44e410#0x44e3f4#0x44e3f0#0x44e3d8#0x44e3b8#0x44e3a0#0x44e384#0x44e380#0x44e368#0x44e348#0x44e330#0x44e314#0x44e310#0x44e220#0x44e204#0x44e1c8#0x44e1b0#0x44e184#0x44e178#0x44e154#0x44e138#0x44e120#0x44e104#0x44e0dc#0x44e0c0#0x44e00c#0x44dfe8#0x44dfcc#0x44dfb4#0x44df98#0x44df70#0x44df54#0x44dea0#0x44de7c#0x44de60#0x44de48#0x44de2c#0x44de04#0x44dde8#0x44dd34#0x44dd10#0x44dcf4#0x44dce4#0x44dcd8#0x44dcb4#0x44dc98#0x44dc70#0x44dc54#0x44dc2c#0x44dc10#0x44db5c#0x44db38#0x44db1c#0x44db04#0x44dae8#0x44dac0#0x44daa4#0x44d9f0#0x44d9cc#0x44d9b0#0x44d998#0x44d97c#0x44d954#0x44d938#0x44d884#0x44d860#0x44d844#0x44d82c#0x44d810#0x44d7e8#0x44d7cc#0x44d7bc#0x44d390#0x44d370#0x44d364#0x44d344#0x44d338#0x44d310#0x44d2f4#0x44d2d4#0x44d2c0#0x44d298#0x44d280#0x44d25c#0x44d240#0x44d21c#0x44d218#0x44d1fc#0x44d1d0#0x44d1ac#0x44d194#0x44d168#0x44d164#0x44d148#0x44d11c#0x44d0f8#0x44d0e0#0x44d0b4#0x44d0b0#0x44d094#0x44d068#0x44d044#0x44d02c#0x44d000#0x44cffc#0x44cfe0#0x44cfb4#0x44cf90#0x44cf78#0x44cf4c#0x44cf48#0x44cf2c#0x44cef0#0x44ced8#0x44ce4c#0x44cde0#0x44cdd8#0x44cdc4#0x44cd7c ,  path: 0x44ea04#0x44e9e4#0x44e9d4#0x44e9c0#0x44e9b0#0x44e980#0x44e958#0x44e9c0#0x44e9b0#0x44e938#0x44e918#0x44e904#0x44e8e8#0x44e8c8#0x44e8bc#0x44e8a0#0x44e888#0x44e81c#0x44e804#0x44e7e8#0x44e7d0#0x44e7a8#0x44e78c#0x44e764#0x44e748#0x44e728#0x44e724#0x44e710#0x44e6ec#0x44e6d4#0x44e6b4#0x44e69c#0x44e680#0x44e67c#0x44e664#0x44e644#0x44e62c#0x44e610#0x44e60c#0x44e5e8#0x44e5c4#0x44e5ac#0x44e590#0x44e58c#0x44e574#0x44e554#0x44e53c#0x44e520#0x44e51c#0x44e504#0x44e4e4#0x44e4d8#0x44e4b4#0x44e498#0x44e480#0x44e464#0x44e460#0x44e448#0x44e428#0x44e410#0x44e3f4#0x44e3f0#0x44e3d8#0x44e3b8#0x44e3a0#0x44e384#0x44e380#0x44e368#0x44e348#0x44e330#0x44e314#0x44e310#0x44e220#0x44e204#0x44e1c8#0x44e1b0#0x44e184#0x44e178#0x44e154#0x44e138#0x44e120#0x44e104#0x44e0dc#0x44e0c0#0x44e00c#0x44dfe8#0x44dfcc#0x44dfb4#0x44df98#0x44df70#0x44df54#0x44dea0#0x44de7c#0x44de60#0x44de48#0x44de2c#0x44de04#0x44dde8#0x44dd34#0x44dd10#0x44dcf4#0x44dce4#0x44dcd8#0x44dcb4#0x44dc98#0x44dc70#0x44dc54#0x44dc2c#0x44dc10#0x44db5c#0x44db38#0x44db1c#0x44db04#0x44dae8#0x44dac0#0x44daa4#0x44d9f0#0x44d9cc#0x44d9b0#0x44d998#0x44d97c#0x44d954#0x44d938#0x44d884#0x44d860#0x44d844#0x44d82c#0x44d810#0x44d7e8#0x44d7cc#0x44d7bc#0x44d390#0x44d370#0x44d364#0x44d344#0x44d338#0x44d310#0x44d2f4#0x44d2d4#0x44d2c0#0x44d298#0x44d280#0x44d25c#0x44d240#0x44d21c#0x44d218#0x44d1fc#0x44d1d0#0x44d1ac#0x44d194#0x44d168#0x44d164#0x44d148#0x44d11c#0x44d0f8#0x44d0e0#0x44d0b4#0x44d0b0#0x44d094#0x44d068#0x44d044#0x44d02c#0x44d000#0x44cffc#0x44cfe0#0x44cfb4#0x44cf90#0x44cf78#0x44cf4c#0x44cf48#0x44cf2c#0x44cef0#0x44ced8#0x44ce4c#0x44cde0#0x44cdd8#0x44cdc4#0x44cd7c ,  interface ,  ipv6_6rd_ip4masklen
target_addr: 0x44cd7c ,  target_name: sub_44cd7c ,  source_name: sub_44cd7c ,  source_insr_addr: 0x44e800,  source_addr: 0x500340 ,  taint_source: getenv ,  sink_insr_addr: 0x44ea14  ,sink_addr: sub_44cd7c ,  sink_name: nvram_safe_set,  checking_time:0,  conditions_str: ,  visited_functions: strdup#getenv,  fail2captureConditionsTime: 5,  error_messges_str: ,  str_length_visited_function:  ,  path_flag: 0x44ea04#0x44e9e4#0x44e9d4#0x44e9c0#0x44e9b0#0x44e980#0x44e958#0x44e9c0#0x44e9b0#0x44e938#0x44e918#0x44e904#0x44e8e8#0x44e8c8#0x44e8bc#0x44e8a0#0x44e888#0x44e81c#0x44e804#0x44e7e8 ,  path: 0x44ea04#0x44e9e4#0x44e9d4#0x44e9c0#0x44e9b0#0x44e980#0x44e958#0x44e9c0#0x44e9b0#0x44e938#0x44e918#0x44e904#0x44e8e8#0x44e8c8#0x44e8bc#0x44e8a0#0x44e888#0x44e81c#0x44e804#0x44e7e8 ,  6rd ,  ipv6_6rd_ip4masklen
target_addr: 0x45539c ,  target_name: sub_45539c ,  source_name: sub_45539c ,  source_insr_addr: 0x455408,  source_addr: 0x500340 ,  taint_source: getenv ,  sink_insr_addr: 0x45542c  ,sink_addr: sub_45539c ,  sink_name: nvram_safe_set,  checking_time:0,  conditions_str: ,  visited_functions: getenv,  fail2captureConditionsTime: 0,  error_messges_str: ,  str_length_visited_function:  ,  path_flag: 0x455424#0x45540c#0x4553ec ,  path: 0x455424#0x45540c#0x4553ec ,  ip ,  lan_ipaddr
target_addr: 0x45539c ,  target_name: sub_45539c ,  source_name: sub_45539c ,  source_insr_addr: 0x455460,  source_addr: 0x500340 ,  taint_source: getenv ,  sink_insr_addr: 0x455484  ,sink_addr: sub_45539c ,  sink_name: nvram_safe_set,  checking_time:0,  conditions_str: ,  visited_functions: getenv,  fail2captureConditionsTime: 0,  error_messges_str: ,  str_length_visited_function:  ,  path_flag: 0x45547c#0x455464#0x455448 ,  path: 0x45547c#0x455464#0x455448 ,  subnet ,  lan_netmask
target_addr: 0x45539c ,  target_name: sub_45539c ,  source_name: sub_45539c ,  source_insr_addr: 0x4554b8,  source_addr: 0x500340 ,  taint_source: getenv ,  sink_insr_addr: 0x4554dc  ,sink_addr: sub_45539c ,  sink_name: nvram_safe_set,  checking_time:0,  conditions_str: ,  visited_functions: getenv,  fail2captureConditionsTime: 0,  error_messges_str: ,  str_length_visited_function:  ,  path_flag: 0x4554d4#0x4554bc#0x4554a0 ,  path: 0x4554d4#0x4554bc#0x4554a0 ,  router ,  lan_gateway
target_addr: 0x4043a0 ,  target_name: sub_4043a0 ,  source_name: sub_4043a0 ,  source_insr_addr: 0x404744,  source_addr: 0x50022c ,  taint_source: nvram_safe_get ,  sink_insr_addr: 0x404754  ,sink_addr: sub_4043a0 ,  sink_name: nvram_safe_set,  checking_time:0,  conditions_str: ,  visited_functions: nvram_safe_get,  fail2captureConditionsTime: 0,  error_messges_str: ,  str_length_visited_function:  ,  path_flag: 0x404748#0x40472c ,  path: 0x404748#0x40472c ,  lan1_ipaddr ,  lan1_gateway
target_addr: 0x4043a0 ,  target_name: sub_4043a0 ,  source_name: sub_4043a0 ,  source_insr_addr: 0x404960,  source_addr: 0x50022c ,  taint_source: nvram_safe_get ,  sink_insr_addr: 0x404970  ,sink_addr: sub_4043a0 ,  sink_name: nvram_safe_set,  checking_time:0,  conditions_str: ,  visited_functions: nvram_safe_get,  fail2captureConditionsTime: 0,  error_messges_str: ,  str_length_visited_function:  ,  path_flag: 0x404964#0x404948 ,  path: 0x404964#0x404948 ,  wl%d.1_net_reauth ,  not_static_string
target_addr: 0x4043a0 ,  target_name: sub_4043a0 ,  source_name: sub_4043a0 ,  source_insr_addr: 0x404a24,  source_addr: 0x50022c ,  taint_source: nvram_safe_get ,  sink_insr_addr: 0x404a34  ,sink_addr: sub_4043a0 ,  sink_name: nvram_safe_set,  checking_time:0,  conditions_str: ,  visited_functions: nvram_safe_get,  fail2captureConditionsTime: 0,  error_messges_str: ,  str_length_visited_function:  ,  path_flag: 0x404a28#0x404a0c ,  path: 0x404a28#0x404a0c ,  wl%d.1_wpa_gtk_rekey ,  not_static_string
target_addr: 0x4043a0 ,  target_name: sub_4043a0 ,  source_name: sub_4043a0 ,  source_insr_addr: 0x404960,  source_addr: 0x50022c ,  taint_source: nvram_safe_get ,  sink_insr_addr: 0x404970  ,sink_addr: sub_4043a0 ,  sink_name: nvram_safe_set,  checking_time:0,  conditions_str: ,  visited_functions: nvram_safe_get,  fail2captureConditionsTime: 0,  error_messges_str: ,  str_length_visited_function:  ,  path_flag: 0x404964#0x404948 ,  path: 0x404964#0x404948 ,  wl%d.1_net_reauth ,  not_static_string
target_addr: 0x4043a0 ,  target_name: sub_4043a0 ,  source_name: sub_4043a0 ,  source_insr_addr: 0x404a24,  source_addr: 0x50022c ,  taint_source: nvram_safe_get ,  sink_insr_addr: 0x404a34  ,sink_addr: sub_4043a0 ,  sink_name: nvram_safe_set,  checking_time:0,  conditions_str: ,  visited_functions: nvram_safe_get,  fail2captureConditionsTime: 0,  error_messges_str: ,  str_length_visited_function:  ,  path_flag: 0x404a28#0x404a0c ,  path: 0x404a28#0x404a0c ,  wl%d.1_wpa_gtk_rekey ,  not_static_string
target_addr: 0x45b1c0 ,  target_name: sub_45b1c0 ,  source_name: sub_45b1c0 ,  source_insr_addr: 0x45b1f4,  source_addr: 0x500340 ,  taint_source: getenv ,  sink_insr_addr: 0x45b3d0  ,sink_addr: sub_45b1c0 ,  sink_name: nvram_safe_set,  checking_time:0,  conditions_str: ,  visited_functions: getenv,  fail2captureConditionsTime: 0,  error_messges_str: ,  str_length_visited_function:  ,  path_flag: 0x45b3c8#0x45b3a4#0x45b378#0x45b35c#0x45b338#0x45b334#0x45b318#0x45b2dc#0x45b2c4#0x45b250#0x45b248#0x45b234#0x45b214#0x45b20c#0x45b1f8#0x45b1c0 ,  path: 0x45b3c8#0x45b3a4#0x45b378#0x45b35c#0x45b338#0x45b334#0x45b318#0x45b2dc#0x45b2c4#0x45b250#0x45b248#0x45b234#0x45b214#0x45b20c#0x45b1f8#0x45b1c0 ,  IFNAME ,  pppoe_ifname
target_addr: 0x45a1d4 ,  target_name: sub_45a1d4 ,  source_name: sub_45a1d4 ,  source_insr_addr: 0x45a214,  source_addr: 0x500340 ,  taint_source: getenv ,  sink_insr_addr: 0x45a530  ,sink_addr: sub_45a1d4 ,  sink_name: nvram_safe_set,  checking_time:0,  conditions_str: ,  visited_functions: getenv,  fail2captureConditionsTime: 0,  error_messges_str: ,  str_length_visited_function:  ,  path_flag: 0x45a528#0x45a504#0x45a4d8#0x45a454#0x45a430#0x45a414#0x45a3f4#0x45a3f0#0x45a3c8#0x45a3b0#0x45a3ac#0x45a390#0x45a354#0x45a33c#0x45a30c#0x45a2f0#0x45a270#0x45a268#0x45a254#0x45a234#0x45a22c#0x45a218#0x45a1d4 ,  path: 0x45a528#0x45a504#0x45a4d8#0x45a454#0x45a430#0x45a414#0x45a3f4#0x45a3f0#0x45a3c8#0x45a3b0#0x45a3ac#0x45a390#0x45a354#0x45a33c#0x45a30c#0x45a2f0#0x45a270#0x45a268#0x45a254#0x45a234#0x45a22c#0x45a218#0x45a1d4 ,  IFNAME ,  vpn_ifname
target_addr: 0x45a1d4 ,  target_name: sub_45a1d4 ,  source_name: sub_45a1d4 ,  source_insr_addr: 0x45a214,  source_addr: 0x500340 ,  taint_source: getenv ,  sink_insr_addr: 0x45a4b4  ,sink_addr: sub_45a1d4 ,  sink_name: nvram_safe_set,  checking_time:0,  conditions_str: ,  visited_functions: getenv,  fail2captureConditionsTime: 0,  error_messges_str: ,  str_length_visited_function:  ,  path_flag: 0x45a4ac#0x45a488#0x45a460#0x45a454#0x45a430#0x45a414#0x45a3f4#0x45a3f0#0x45a3c8#0x45a3b0#0x45a3ac#0x45a390#0x45a354#0x45a33c#0x45a30c#0x45a2f0#0x45a270#0x45a268#0x45a254#0x45a234#0x45a22c#0x45a218#0x45a1d4 ,  path: 0x45a4ac#0x45a488#0x45a460#0x45a454#0x45a430#0x45a414#0x45a3f4#0x45a3f0#0x45a3c8#0x45a3b0#0x45a3ac#0x45a390#0x45a354#0x45a33c#0x45a30c#0x45a2f0#0x45a270#0x45a268#0x45a254#0x45a234#0x45a22c#0x45a218#0x45a1d4 ,  IFNAME ,  pppoe_ifname
target_addr: 0x45a1d4 ,  target_name: sub_45a1d4 ,  source_name: sub_45a1d4 ,  source_insr_addr: 0x45a710,  source_addr: 0x500340 ,  taint_source: getenv ,  sink_insr_addr: 0x45a7a0  ,sink_addr: sub_45a1d4 ,  sink_name: nvram_safe_set,  checking_time:0,  conditions_str: ,  visited_functions: getenv,  fail2captureConditionsTime: 0,  error_messges_str: ,  str_length_visited_function:  ,  path_flag: 0x45a798#0x45a778#0x45a754#0x45a72c#0x45a714#0x45a6f8 ,  path: 0x45a798#0x45a778#0x45a754#0x45a72c#0x45a714#0x45a6f8 ,  IPLOCAL ,  ipaddr
target_addr: 0x44c324 ,  target_name: sub_44c324 ,  source_name: sub_44c420 ,  source_insr_addr: 0x44c450,  source_addr: 0x500340 ,  taint_source: getenv ,  sink_insr_addr: 0x44c3f0  ,sink_addr: sub_44c324 ,  sink_name: nvram_safe_set,  checking_time:0,  conditions_str: ,  visited_functions: sub_44c324#getenv,  fail2captureConditionsTime: 1,  error_messges_str: ,  str_length_visited_function:  ,  path_flag: 0x44c3ec#0x44c3d4#0x44c3b8#0x44c3b0#0x44c398#0x44c390#0x44c374#0x44c358#0x44c324#0x44c48c#0x44c454#0x44c420 ,  path: 0x44c3ec#0x44c3d4#0x44c3b8#0x44c3b0#0x44c398#0x44c390#0x44c374#0x44c358#0x44c324#0x44c48c#0x44c454#0x44c420 ,   ,  not_static_string
target_addr: 0x45badc ,  target_name: sub_45badc ,  source_name: sub_45badc ,  source_insr_addr: 0x45bb10,  source_addr: 0x500340 ,  taint_source: getenv ,  sink_insr_addr: 0x45bc50  ,sink_addr: sub_45badc ,  sink_name: nvram_safe_set,  checking_time:0,  conditions_str: ,  visited_functions: getenv,  fail2captureConditionsTime: 0,  error_messges_str: ,  str_length_visited_function:  ,  path_flag: 0x45bc48#0x45bc24#0x45bbfc#0x45bbd8#0x45bb6c#0x45bb64#0x45bb50#0x45bb30#0x45bb28#0x45bb14#0x45badc ,  path: 0x45bc48#0x45bc24#0x45bbfc#0x45bbd8#0x45bb6c#0x45bb64#0x45bb50#0x45bb30#0x45bb28#0x45bb14#0x45badc ,  IFNAME ,  pppoe_ifname
